X,P7FPKM,P14FPKM,P21FPKM,P150FPKM
Xkr4,1.59527624149372,2.21699744089594,2.12277617111072,1.36071505388814
Sox17,2.27731543616638,5.37022865483155,3.4847835060093,1.83107523423159
Mrpl15,6.81941918870419,5.39567730979864,5.31416768861212,5.18151754196868
Lypla1,15.4190469035549,11.5371609399796,11.1416244628125,10.2496494084171
Tcea1,12.6968117495182,9.34859973935785,9.23649429596439,10.2623033349656
Rgs20,30.4222749097924,34.1576797936431,36.7014776472193,38.1378190919974
Atp6v1h,29.9004004706491,33.4621439210715,35.0278098747916,31.2283754713701
Oprk1,0.146477855118149,0.499370377435345,0.385314263307272,0.344726775928971
Npbwr1,0.0320268736687193,0.191852172021648,0.092434304136227,0.0214947357004969
Rb1cc1,5.99524737256356,6.59384865853797,7.55878880791429,10.4440367649578
St18,2.34776365876954,1.26475630345243,1.41214945316846,2.18939872382055
Pcmtd1,12.8022458717702,15.9417145773494,20.9719952495969,27.2032922983097
Sntg1,0.569780038310226,1.15507889285013,1.24300938088876,1.10898871056173
Rrs1,21.463108323589,15.4294445361163,15.5244548711889,16.3006020849715
Adhfe1,25.3520851514458,21.7742450951991,25.4796728410885,25.8342120477262
2610203C22Rik,1.89160750533441,1.79812541126827,1.35486578433684,1.86492877957106
3110035E14Rik,29.6429120818904,74.7221447663431,107.751371636326,103.886500358062
Mybl1,2.67649506877829,0.871930752970301,0.478912609357458,0.660556809658484
Vcpip1,6.96282004901336,6.15867172093606,5.74004145546351,5.58000998736045
Sgk3,3.61598962327886,3.26174424431557,3.23725912344872,3.52576484904384
Mcmdc2,0.189759727997696,0.372081624995395,0.433883848761332,0.640164639027857
Snhg6,44.996934400889,71.7593905439713,79.3717579463997,53.0512979835988
Tcf24,0.0975860834992503,0.134642635110968,0.0756621540971536,0.0903656265558426
Ppp1r42,0.190554414828354,0.318800310426224,0.332926730043597,0.257957560934993
Cops5,48.1957309874897,37.5288108005926,35.4049645146716,30.3312785493879
Cspp1,11.974743289228,8.82607267845155,7.87599733617245,12.3202263705744
Arfgef1,12.1042013426077,12.0954063793058,10.749281213567,10.2958844795215
Prex2,6.04857949211555,33.1054133139709,44.0710387050545,36.130699690142
A830018L16Rik,2.0030380189913,8.14245234556495,7.08284172777454,7.53218141120176
Sulf1,1.78151896821143,1.63517513302684,1.09702476908897,1.0584354281287
Slco5a1,1.3589377860178,0.456283471349532,0.183954747485528,0.179736690296537
Ncoa2,9.36922263966926,8.34372480103823,8.4632196292895,10.2947777467596
Tram1,22.3585498799524,16.8636705633368,14.4573722592521,14.3995389833562
Lactb2,7.03556148478167,6.77638777986859,6.90684143634437,7.62175145878373
Gm5523,0.502427776118608,0.647021182254638,1.1656757104708,1.16547143922749
Eya1,9.93181804986389,8.93914894637454,8.41619478010475,8.02714860713816
Msc,0.375712786790627,0.642527365220788,0.495774679928917,0.543416491478752
Trpa1,0.21798276128154,0.1691951335618,0.0412186110215339,0.00820232928416951
Kcnb2,0.520187994770631,0.800933278125398,0.589902486374053,1.10633169986133
Terf1,5.93130145639896,3.99953120132614,3.82603049661563,5.17224579853328
Sbspon,0.291269225232184,0.352692398543095,0.171517074771847,0.405911472215182
4930444P10Rik,0.191936151304249,0.268896781168285,0.254366813391288,0.396875841742371
Rpl7,77.0075314592995,61.4388219590034,65.6917829589152,66.1662458940426
Rdh10,8.12745102227658,6.57900289672749,5.61806192960187,6.55966693686364
Stau2,16.3044144978243,24.7804261970789,51.4810295349213,49.9637611448958
Ube2w,6.99428334685493,8.49393654551349,8.69776656652728,8.3791461717506
Tceb1,37.0799935799413,41.2070049074189,52.8894825830101,56.3901220751186
